step,tl_id,dynamic_weight,dynamic_weight_activation,reward
25,0,0.04988028731045492,6.122148243500816e-06,0.9885335867626606
42,0,0.04988028731045492,6.122148243500816e-06,0.9835267680024482
152,0,0.09976057462090984,2.733862281770841e-05,0.955220062481767
226,0,0.1247007182761373,5.777027293579057e-05,0.9505582125362502
237,0,0.09976057462090984,2.733862281770841e-05,0.9611156932369695
356,0,0.1247007182761373,5.777027293579057e-05,0.9465376103561576
478,0,0.14964086193136475,0.00012207240301665171,0.9321887077307244
549,0,0.1247007182761373,5.777027293579057e-05,0.9420651291312181
587,0,0.1247007182761373,5.777027293579057e-05,0.950104422739448
703,0,0.1247007182761373,5.777027293579057e-05,0.9480513176877619
777,0,0.1247007182761373,5.777027293579057e-05,0.9575330742649666
887,0,0.1247007182761373,5.777027293579057e-05,0.954442551291473
913,0,0.04988028731045492,6.122148243500816e-06,0.971431800183432
1017,0,0.1247007182761373,5.777027293579057e-05,0.94428468175971
1076,0,0.14964086193136475,0.00012207240301665171,0.9533336477200116
1108,0,0.14964086193136475,0.00012207240301665171,0.9593226831231637
1179,0,0.14964086193136475,0.00012207240301665171,0.9603289185835424
1232,0,0.07482043096568237,1.2937247444068341e-05,0.9688754520276451
1297,0,0.07482043096568237,1.2937247444068341e-05,0.9559769186266588
1344,0,0.07482043096568237,1.2937247444068341e-05,0.9541685513950529
1388,0,0.09976057462090984,2.733862281770841e-05,0.9563436973341749
1495,0,0.09976057462090984,2.733862281770841e-05,0.9588681613803783
1587,0,0.07482043096568237,1.2937247444068341e-05,0.9552347367795719
1664,0,0.1247007182761373,5.777027293579057e-05,0.9495733303605801
1675,0,0.1247007182761373,5.777027293579057e-05,0.9559615221293054
1695,0,0.04988028731045492,6.122148243500816e-06,0.974044987336867
1712,0,0.07482043096568237,1.2937247444068341e-05,0.9736408098525267
1723,0,0.07482043096568237,1.2937247444068341e-05,0.9714246718857359
1845,0,0.1247007182761373,5.777027293579057e-05,0.950626951496344
1934,0,0.19952114924181968,0.0005448987447555207,0.9392177211205365
2044,0,0.13460108822418163,7.77474267649157e-05,0.9345197243466625
2118,0,0.1247007182761373,5.777027293579057e-05,0.9343433827538338
2210,0,0.19952114924181968,0.0005448987447555207,0.9304862036944095
2281,0,0.09976057462090984,2.733862281770841e-05,0.9465681862648745
2346,0,0.09976057462090984,2.733862281770841e-05,0.961196682283393
2375,0,0.07482043096568237,1.2937247444068341e-05,0.9676382853829697
2479,0,0.1247007182761373,5.777027293579057e-05,0.9495531107650524
2601,0,0.1247007182761373,5.777027293579057e-05,0.9498030400372978
2612,0,0.07482043096568237,1.2937247444068341e-05,0.9638798822944753
2686,0,0.14964086193136475,0.00012207240301665171,0.9528651822225928
2697,0,0.07482043096568237,1.2937247444068341e-05,0.962803309629208
2774,0,0.09976057462090984,2.733862281770841e-05,0.9574573080248826
2812,0,0.1247007182761373,5.777027293579057e-05,0.9563410241292929
2907,0,0.1247007182761373,5.777027293579057e-05,0.9444255843102162
2966,0,0.09976057462090984,2.733862281770841e-05,0.9533410525856217
3034,0,0.09976057462090984,2.733862281770841e-05,0.9530992108274496
3123,0,0.09976057462090984,2.733862281770841e-05,0.9480507951978544
3152,0,0.14964086193136475,0.00012207240301665171,0.9473044289330653
3265,0,0.14964086193136475,0.00012207240301665171,0.9438238845404251
3351,0,0.1745810055865922,0.00025792859000988317,0.9420500915412884
3404,0,0.07482043096568237,1.2937247444068341e-05,0.9683922624395275
3526,0,0.14964086193136475,0.00012207240301665171,0.940508048474143
3624,0,0.14964086193136475,0.00012207240301665171,0.925698852822124
3653,0,0.14964086193136475,0.00012207240301665171,0.9380626793727702
3736,0,0.2244612928970471,0.0011507830459559412,0.9074894272563059
3792,0,0.27434158020750204,0.005118548954743011,0.9168264139691932
3881,0,0.1745810055865922,0.00025792859000988317,0.9075760009683467
3943,0,0.1745810055865922,0.00025792859000988317,0.9126734573642471
4056,0,0.2992817238627295,0.010755244484772384,0.8910751305597616
4091,0,0.1247007182761373,5.777027293579057e-05,0.9359854905849154
4108,0,0.09976057462090984,2.733862281770841e-05,0.954476687248103
4212,0,0.14964086193136475,0.00012207240301665171,0.9223416258043806
4259,0,0.1745810055865922,0.00025792859000988317,0.9072407021586028
4339,0,0.14964086193136475,0.00012207240301665171,0.923484026171317
4449,0,0.1745810055865922,0.00025792859000988317,0.901750990295775
4466,0,0.19952114924181968,0.0005448987447555207,0.9276125188858256
4582,0,0.27434158020750204,0.005118548954743011,0.8962464300377185
4686,0,0.1745810055865922,0.00025792859000988317,0.9050314915726256
4739,0,0.2244612928970471,0.0011507830459559412,0.9060957785209844
4846,0,0.19952114924181968,0.0005448987447555207,0.9041411303616921
4920,0,0.2244612928970471,0.0011507830459559412,0.8867061954117947
4946,0,0.19952114924181968,0.0005448987447555207,0.9045872845655717
5065,0,0.2992817238627295,0.010755244484772384,0.8789178265305604
5097,0,0.1745810055865922,0.00025792859000988317,0.9127148372685602
5108,0,0.1745810055865922,0.00025792859000988317,0.9219676795228723
5203,0,0.14964086193136475,0.00012207240301665171,0.9119402886236793
5301,0,0.19952114924181968,0.0005448987447555207,0.8924562794333823
5330,0,0.19952114924181968,0.0005448987447555207,0.9148987354455712
5410,0,0.1745810055865922,0.00025792859000988317,0.9191331163380253
5526,0,0.19952114924181968,0.0005448987447555207,0.9039505249730717
5609,0,0.19952114924181968,0.0005448987447555207,0.9085240359121259
5629,0,0.2494014365522746,0.00242872564960318,0.9159124017651219
5643,0,0.1745810055865922,0.00025792859000988317,0.9285758601442206
5684,0,0.2244612928970471,0.0011507830459559412,0.9275812975938994
5704,0,0.2494014365522746,0.00242872564960318,0.9273519501092851
5814,0,0.2992817238627295,0.010755244484772384,0.8792277786459496
5849,0,0.19952114924181968,0.0005448987447555207,0.9091756732437721
5902,0,0.15263278074206243,0.0001335345754889467,0.9234704700307566
5937,0,0.1745810055865922,0.00025792859000988317,0.9242586755191916
6035,0,0.2244612928970471,0.0011507830459559412,0.9057110801642212
