step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
47.00,1_0,0.00,47.00,617.75,2.00,1,15.83
82.00,1_5,-0.71,47.00,596.93,0.00,0,8.14
99.00,1_8,-0.14,42.00,615.10,0.00,0,7.44
100.00,1_4,-0.57,72.00,596.93,28.00,1,40.85
103.00,1_7,0.00,53.00,617.75,5.00,1,15.28
191.00,1_6,-0.86,149.00,596.93,104.00,1,118.40
193.00,1_14,0.00,93.00,617.75,46.00,1,59.53
194.00,1_9,-0.29,130.00,615.10,81.00,1,93.05
194.00,1_18,-0.57,66.00,615.10,17.00,2,31.92
196.00,1_16,-0.29,82.00,615.10,32.00,1,45.44
197.00,1_19,-0.71,62.00,615.10,16.00,1,34.61
208.00,1_23,-0.29,44.00,596.93,0.00,0,8.75
229.00,1_26,-0.71,44.00,596.93,0.00,0,9.16
238.00,1_28,0.00,38.00,617.75,0.00,0,7.84
253.00,1_12,-0.71,168.00,615.10,123.00,1,137.65
254.00,1_3,-0.43,233.00,617.75,189.00,1,202.01
255.00,1_1,-0.14,248.00,615.10,202.00,1,213.90
255.00,1_13,-0.86,163.00,617.75,118.00,1,133.45
256.00,1_2,-0.29,242.00,596.93,197.00,1,210.01
256.00,1_21,0.00,106.00,615.10,57.00,1,74.37
259.00,1_29,-0.14,52.00,615.10,2.00,1,17.47
261.00,1_15,-0.14,154.00,617.75,104.00,1,118.36
263.00,1_20,-0.86,121.00,617.75,71.00,1,88.03
267.00,1_11,-0.57,189.00,615.10,146.00,1,158.05
268.00,1_10,-0.43,197.00,615.10,152.00,1,167.70
271.00,1_17,-0.43,150.00,596.93,104.00,1,116.69
272.00,1_24,-0.43,101.00,617.75,50.00,1,60.77
274.00,1_22,-0.14,117.00,596.93,69.00,1,83.57
274.00,1_25,-0.57,96.00,617.75,46.00,1,57.43
275.00,1_32,-0.57,47.00,596.93,0.00,0,15.63
290.00,1_35,0.00,40.00,617.75,0.00,0,7.73
317.00,1_31,-0.43,96.00,617.75,53.00,1,67.17
318.00,1_27,-0.86,126.00,596.93,80.00,1,92.36
319.00,1_30,-0.29,105.00,596.93,62.00,1,78.39
384.00,1_48,-0.86,42.00,615.10,0.00,0,5.66
396.00,1_49,0.00,46.00,617.75,0.00,0,7.35
403.00,1_50,-0.14,46.00,596.93,0.00,0,8.34
408.00,1_33,-0.71,173.00,596.93,132.00,1,145.49
409.00,1_45,-0.43,88.00,615.10,45.00,1,58.24
411.00,1_34,-0.86,169.00,617.75,123.00,1,135.65
411.00,1_43,-0.14,104.00,596.93,61.00,1,72.96
413.00,1_36,-0.14,156.00,617.75,107.00,1,122.15
415.00,1_38,-0.43,144.00,617.75,99.00,1,113.73
416.00,1_42,0.00,116.00,617.75,70.00,1,85.90
421.00,1_46,-0.57,93.00,617.75,43.00,1,59.65
453.00,1_40,-0.71,168.00,615.10,124.00,1,137.16
454.00,1_37,-0.29,190.00,615.10,146.00,1,162.67
456.00,1_39,-0.57,178.00,615.10,130.00,1,142.56
456.00,1_41,-0.86,164.00,596.93,119.00,1,130.56
456.00,1_51,-0.29,92.00,617.75,49.00,1,63.47
457.00,1_47,-0.71,122.00,615.10,74.00,1,86.43
458.00,1_52,-0.43,87.00,596.93,40.00,1,55.32
458.00,1_58,-0.29,44.00,615.10,0.00,0,13.02
467.00,1_60,-0.57,39.00,596.93,0.00,0,9.11
572.00,1_44,-0.29,258.00,615.10,215.00,1,227.42
572.00,1_53,-0.57,194.00,615.10,151.00,1,164.49
573.00,1_57,-0.14,166.00,615.10,124.00,1,138.04
574.00,1_55,-0.86,182.00,617.75,138.00,1,148.34
575.00,1_62,-0.86,133.00,596.93,88.00,1,101.38
576.00,1_61,-0.71,141.00,617.75,97.00,1,111.15
577.00,1_66,-0.43,106.00,615.10,56.00,1,70.29
578.00,1_68,-0.71,93.00,615.10,42.00,2,62.54
578.00,1_69,-0.86,86.00,615.10,41.00,1,54.62
578.00,1_70,0.00,78.00,615.10,25.00,2,46.46
580.00,1_75,-0.71,45.00,615.10,0.00,0,12.78
620.00,1_81,-0.57,42.00,617.75,0.00,0,7.94
634.00,1_84,0.00,34.00,615.10,0.00,0,6.13
668.00,1_88,-0.57,40.00,617.75,0.00,0,7.19
674.00,1_54,-0.71,289.00,615.10,246.00,1,256.81
674.00,1_59,-0.43,253.00,615.10,207.00,1,220.31
675.00,1_73,-0.43,154.00,596.93,108.00,1,123.53
677.00,1_56,0.00,277.00,617.75,229.00,1,239.70
677.00,1_71,-0.14,170.00,615.10,119.00,2,136.50
678.00,1_65,-0.29,214.00,615.10,166.00,1,177.50
679.00,1_74,-0.57,151.00,596.93,103.00,1,117.45
679.00,1_78,-0.14,122.00,617.75,75.00,1,88.61
679.00,1_83,-0.86,87.00,615.10,38.00,1,53.73
681.00,1_79,-0.29,117.00,617.75,69.00,1,85.93
681.00,1_87,-0.43,60.00,615.10,11.00,1,28.72
682.00,1_89,-0.71,47.00,615.10,0.00,0,15.62
684.00,1_80,-0.43,113.00,617.75,63.00,1,80.91
697.00,1_86,-0.29,83.00,615.10,39.00,1,50.75
698.00,1_63,0.00,248.00,617.75,202.00,1,214.00
698.00,1_64,-0.14,241.00,615.10,195.00,1,206.51
700.00,1_72,-0.29,186.00,596.93,139.00,1,151.21
702.00,1_67,-0.57,224.00,617.75,175.00,1,188.05
704.00,1_82,-0.71,119.00,617.75,71.00,1,86.17
708.00,1_92,-0.14,51.00,617.75,0.00,0,11.31
736.00,1_97,-0.86,44.00,596.93,0.00,0,8.88
740.00,1_76,-0.86,198.00,615.10,156.00,1,167.32
742.00,1_85,-0.14,135.00,615.10,89.00,1,101.69
743.00,1_77,0.00,193.00,617.75,147.00,1,158.83
