step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
47.00,1_1,-0.14,40.00,615.10,0.00,0,5.43
55.00,1_2,-0.29,41.00,596.93,0.00,0,9.64
62.00,1_0,0.00,62.00,617.75,17.00,1,30.36
82.00,1_5,-0.71,47.00,596.93,0.00,0,8.14
97.00,1_8,-0.14,40.00,615.10,0.00,0,5.44
98.00,1_4,-0.57,70.00,596.93,26.00,1,38.91
101.00,1_7,0.00,51.00,617.75,3.00,1,13.23
133.00,1_6,-0.86,91.00,596.93,46.00,1,60.37
137.00,1_9,-0.29,73.00,615.10,23.00,1,35.39
142.00,1_14,0.00,42.00,617.75,0.00,0,8.33
156.00,1_16,-0.29,42.00,615.10,0.00,0,5.42
169.00,1_12,-0.71,84.00,615.10,40.00,1,53.67
170.00,1_3,-0.43,149.00,617.75,105.00,1,117.94
171.00,1_13,-0.86,79.00,617.75,34.00,1,49.54
176.00,1_15,-0.14,69.00,617.75,20.00,1,33.23
182.00,1_20,-0.86,40.00,617.75,0.00,0,7.67
187.00,1_21,0.00,37.00,615.10,0.00,0,5.18
205.00,1_11,-0.57,127.00,615.10,84.00,1,96.05
206.00,1_10,-0.43,135.00,615.10,90.00,1,105.53
209.00,1_17,-0.43,88.00,596.93,42.00,1,53.46
211.00,1_22,-0.14,54.00,596.93,7.00,1,20.92
218.00,1_24,-0.43,47.00,617.75,0.00,0,6.57
223.00,1_25,-0.57,45.00,617.75,0.00,0,6.55
242.00,1_27,-0.86,50.00,596.93,3.00,1,16.65
252.00,1_30,-0.29,38.00,596.93,0.00,0,9.90
260.00,1_31,-0.43,39.00,617.75,0.00,0,9.66
276.00,1_19,-0.71,141.00,615.10,98.00,1,113.14
277.00,1_28,0.00,77.00,617.75,32.00,1,48.11
279.00,1_18,-0.57,151.00,615.10,103.00,1,116.46
282.00,1_23,-0.29,118.00,596.93,68.00,1,81.59
284.00,1_34,-0.86,42.00,617.75,0.00,0,7.85
285.00,1_26,-0.71,100.00,596.93,50.00,1,64.69
286.00,1_33,-0.71,51.00,596.93,3.00,1,24.16
298.00,1_36,-0.14,41.00,617.75,0.00,0,7.04
312.00,1_37,-0.29,48.00,615.10,6.00,1,20.60
316.00,1_29,-0.14,109.00,615.10,61.00,1,74.29
318.00,1_39,-0.57,40.00,615.10,0.00,0,4.68
322.00,1_40,-0.71,37.00,615.10,0.00,0,5.99
334.00,1_41,-0.86,42.00,596.93,0.00,0,8.45
349.00,1_32,-0.57,121.00,596.93,77.00,1,89.83
350.00,1_35,0.00,100.00,617.75,56.00,1,67.87
350.00,1_44,-0.29,36.00,615.10,0.00,0,4.95
385.00,1_48,-0.86,43.00,615.10,0.00,0,6.57
397.00,1_49,0.00,47.00,617.75,0.00,0,7.62
402.00,1_50,-0.14,45.00,596.93,0.00,0,8.41
421.00,1_38,-0.43,150.00,617.75,105.00,1,119.93
421.00,1_43,-0.14,114.00,596.93,71.00,1,83.03
421.00,1_45,-0.43,100.00,615.10,56.00,1,70.13
423.00,1_42,0.00,123.00,617.75,79.00,1,92.67
428.00,1_46,-0.57,100.00,617.75,53.00,1,66.63
457.00,1_51,-0.29,93.00,617.75,51.00,1,64.25
457.00,1_58,-0.29,43.00,615.10,0.00,0,11.89
460.00,1_47,-0.71,125.00,615.10,77.00,1,89.20
460.00,1_52,-0.43,89.00,596.93,42.00,1,56.82
468.00,1_60,-0.57,40.00,596.93,0.00,0,10.44
492.00,1_53,-0.57,114.00,615.10,71.00,1,84.83
493.00,1_57,-0.14,86.00,615.10,43.00,1,57.39
494.00,1_55,-0.86,102.00,617.75,56.00,1,68.91
495.00,1_62,-0.86,53.00,596.93,9.00,1,21.88
496.00,1_61,-0.71,61.00,617.75,15.00,1,30.87
512.00,1_66,-0.43,41.00,615.10,0.00,0,5.45
522.00,1_68,-0.71,37.00,615.10,0.00,0,6.22
530.00,1_54,-0.71,145.00,615.10,100.00,1,112.92
531.00,1_59,-0.43,110.00,615.10,62.00,1,76.50
533.00,1_56,0.00,133.00,617.75,85.00,1,95.71
534.00,1_65,-0.29,70.00,615.10,21.00,1,33.84
545.00,1_71,-0.14,38.00,615.10,0.00,0,5.01
567.00,1_63,0.00,117.00,617.75,71.00,1,83.84
567.00,1_64,-0.14,110.00,615.10,64.00,1,75.39
569.00,1_72,-0.29,55.00,596.93,8.00,1,20.81
571.00,1_67,-0.57,93.00,617.75,43.00,1,57.02
602.00,1_76,-0.86,60.00,615.10,14.00,1,29.30
603.00,1_77,0.00,53.00,617.75,6.00,1,19.42
638.00,1_70,0.00,138.00,615.10,95.00,1,106.13
638.00,1_75,-0.71,103.00,615.10,58.00,1,70.38
639.00,1_69,-0.86,147.00,615.10,102.00,1,115.69
640.00,1_84,0.00,40.00,615.10,0.00,0,12.20
641.00,1_81,-0.57,63.00,617.75,18.00,1,29.26
669.00,1_88,-0.57,41.00,617.75,0.00,0,7.49
672.00,1_73,-0.43,151.00,596.93,110.00,1,120.64
674.00,1_83,-0.86,82.00,615.10,36.00,1,49.21
675.00,1_78,-0.14,118.00,617.75,74.00,1,84.55
676.00,1_74,-0.57,148.00,596.93,103.00,1,114.47
676.00,1_79,-0.29,112.00,617.75,66.00,1,81.22
676.00,1_87,-0.43,55.00,615.10,7.00,1,24.12
679.00,1_89,-0.71,44.00,615.10,0.00,0,12.62
680.00,1_80,-0.43,109.00,617.75,61.00,1,76.59
704.00,1_93,-0.29,40.00,615.10,0.00,0,5.48
710.00,1_82,-0.71,125.00,617.75,82.00,1,92.80
710.00,1_86,-0.29,96.00,615.10,52.00,1,63.68
717.00,1_92,-0.14,60.00,617.75,9.00,1,20.25
736.00,1_97,-0.86,44.00,596.93,0.00,0,8.70
747.00,1_85,-0.14,140.00,615.10,94.00,1,107.53
747.00,1_91,0.00,97.00,615.10,50.00,1,61.39
747.00,1_98,0.00,47.00,615.10,1.00,1,18.11
748.00,1_95,-0.57,70.00,617.75,25.00,1,38.18
749.00,1_90,-0.86,107.00,615.10,59.00,1,75.30
767.00,1_102,-0.57,39.00,615.10,0.00,0,5.96
781.00,1_94,-0.43,110.00,615.10,66.00,1,80.86
817.00,1_100,-0.29,103.00,596.93,58.00,1,73.05
819.00,1_96,-0.71,134.00,617.75,87.00,1,101.22
819.00,1_101,-0.43,98.00,615.10,51.00,1,64.20
820.00,1_103,-0.71,85.00,596.93,39.00,1,51.99
822.00,1_105,0.00,72.00,596.93,27.00,1,41.79
825.00,1_107,-0.29,61.00,596.93,14.00,1,29.83
827.00,1_108,-0.43,56.00,596.93,7.00,1,26.01
853.00,1_99,-0.14,146.00,617.75,102.00,1,115.63
856.00,1_109,-0.57,78.00,615.10,30.00,1,44.83
856.00,1_111,-0.86,64.00,615.10,15.00,1,27.41
858.00,1_110,-0.71,73.00,617.75,26.00,1,37.35
858.00,1_113,-0.14,51.00,615.10,1.00,1,18.99
861.00,1_116,-0.57,33.00,615.10,0.00,0,5.55
876.00,1_117,-0.71,41.00,596.93,0.00,0,9.33
889.00,1_114,-0.29,75.00,615.10,32.00,1,45.47
890.00,1_106,-0.14,133.00,615.10,89.00,1,101.61
891.00,1_112,0.00,91.00,586.83,47.00,1,62.10
892.00,1_104,-0.86,150.00,617.75,102.00,1,113.28
892.00,1_118,-0.86,50.00,615.10,3.00,1,17.54
896.00,1_115,-0.43,75.00,596.93,27.00,1,40.13
898.00,1_119,0.00,48.00,596.93,1.00,1,17.90
926.00,1_122,-0.43,55.00,615.10,10.00,1,23.45
936.00,1_126,0.00,36.00,615.10,0.00,0,5.17
961.00,1_128,-0.29,47.00,615.10,3.00,1,18.42
964.00,1_120,-0.14,107.00,617.75,61.00,1,71.55
983.00,1_132,-0.86,41.00,596.93,0.00,0,8.26
989.00,1_133,0.00,39.00,596.93,0.00,0,8.76
997.00,1_121,-0.29,133.00,617.75,89.00,1,103.07
997.00,1_123,-0.57,119.00,596.93,75.00,1,87.87
998.00,1_131,-0.71,63.00,615.10,18.00,1,32.81
999.00,1_124,-0.71,114.00,596.93,70.00,1,83.63
1032.00,1_125,-0.86,140.00,596.93,97.00,1,112.31
1033.00,1_134,-0.14,76.00,617.75,33.00,1,49.04
1040.00,1_127,-0.14,133.00,596.93,82.00,1,93.96
1042.00,1_135,-0.29,78.00,596.93,28.00,1,45.85
1042.00,1_136,-0.43,71.00,596.93,23.00,1,42.38
1044.00,1_137,-0.57,66.00,596.93,17.00,1,34.57
1070.00,1_129,-0.43,149.00,617.75,104.00,1,116.13
1074.00,1_130,-0.57,146.00,617.75,99.00,1,113.36
1075.00,1_140,0.00,75.00,617.75,28.00,1,45.22
1077.00,1_141,-0.14,70.00,617.75,22.00,1,41.87
1105.00,1_138,-0.71,120.00,596.93,76.00,1,88.72
1105.00,1_145,-0.71,70.00,615.10,26.00,1,41.42
1107.00,1_139,-0.86,115.00,617.75,68.00,1,80.65
1109.00,1_143,-0.43,88.00,617.75,43.00,1,58.45
1110.00,1_146,-0.86,68.00,615.10,17.00,1,31.82
1110.00,1_150,-0.43,39.00,615.10,0.00,0,5.54
1142.00,1_148,-0.14,85.00,596.93,39.00,1,52.12
1143.00,1_149,-0.29,79.00,596.93,34.00,1,48.43
1143.00,1_155,-0.14,36.00,615.10,0.00,0,6.93
1144.00,1_142,-0.29,130.00,617.75,84.00,1,94.17
1146.00,1_153,-0.86,54.00,617.75,7.00,1,17.86
1172.00,1_158,-0.57,44.00,596.93,0.00,0,9.16
1176.00,1_159,-0.71,41.00,615.10,0.00,0,13.24
1178.00,1_147,0.00,128.00,615.10,83.00,1,96.39
1178.00,1_156,-0.29,64.00,596.93,21.00,1,37.53
1183.00,1_144,-0.57,155.00,596.93,100.00,1,111.38
1198.00,1_162,-0.14,41.00,596.93,0.00,0,8.37
1213.00,1_151,-0.57,135.00,596.93,91.00,1,103.46
1213.00,1_152,-0.71,128.00,615.10,84.00,1,98.25
1214.00,1_154,0.00,114.00,617.75,70.00,1,82.41
1217.00,1_157,-0.43,96.00,617.75,49.00,1,65.48
1218.00,1_160,-0.86,76.00,615.10,24.00,1,39.41
1218.00,1_163,-0.29,54.00,615.10,0.00,0,25.45
1219.00,1_161,0.00,69.00,617.75,22.00,1,38.07
1225.00,1_166,-0.71,40.00,596.93,0.00,0,8.39
1233.00,1_167,-0.86,41.00,617.75,0.00,0,8.93
1273.00,1_173,-0.71,38.00,596.93,0.00,0,9.62
1286.00,1_168,0.00,86.00,615.10,41.00,1,53.51
1287.00,1_165,-0.57,109.00,615.10,61.00,1,73.87
1320.00,1_179,-0.57,42.00,615.10,0.00,0,11.90
1322.00,1_164,-0.43,151.00,617.75,105.00,1,119.81
1322.00,1_176,-0.14,65.00,615.10,22.00,1,35.54
1324.00,1_177,-0.29,60.00,596.93,13.00,1,28.59
1325.00,1_178,-0.43,54.00,617.75,8.00,1,23.17
1332.00,1_181,-0.86,40.00,596.93,0.00,0,9.12
1358.00,1_169,-0.14,151.00,596.93,107.00,1,117.12
1359.00,1_170,-0.29,145.00,596.93,100.00,1,115.49
1359.00,1_171,-0.43,138.00,615.10,90.00,1,102.37
1359.00,1_184,-0.29,45.00,617.75,0.00,0,9.77
1364.00,1_172,-0.57,136.00,596.93,87.00,1,100.30
1367.00,1_175,0.00,117.00,596.93,65.00,1,82.22
1393.00,1_180,-0.71,108.00,615.10,66.00,1,78.33
1394.00,1_174,-0.86,152.00,596.93,106.00,1,118.36
1394.00,1_182,0.00,94.00,617.75,50.00,1,61.81
1396.00,1_186,-0.57,68.00,617.75,23.00,1,36.89
1397.00,1_187,-0.71,62.00,615.10,12.00,2,26.02
1400.00,1_188,-0.86,58.00,617.75,10.00,1,24.28
1413.00,1_193,-0.57,35.00,615.10,0.00,0,5.28
1425.00,1_194,-0.71,40.00,596.93,0.00,0,7.83
1429.00,1_183,-0.14,122.00,615.10,78.00,1,92.25
1434.00,1_185,-0.43,113.00,596.93,65.00,1,77.42
1465.00,1_196,0.00,65.00,596.93,20.00,1,33.96
1468.00,1_197,-0.14,61.00,615.10,12.00,1,24.08
1470.00,1_195,-0.86,78.00,617.75,26.00,1,38.67
1503.00,1_189,0.00,153.00,617.75,108.00,1,119.10
1503.00,1_191,-0.29,139.00,615.10,93.00,1,104.51
1503.00,1_192,-0.43,132.00,596.93,89.00,1,102.51
1506.00,1_190,-0.14,149.00,617.75,102.00,1,112.54
1508.00,1_202,-0.86,66.00,617.75,18.00,1,33.62
1508.00,1_206,-0.43,37.00,615.10,0.00,0,5.08
1509.00,1_199,-0.43,88.00,596.93,36.00,1,50.24
1511.00,1_200,-0.57,83.00,596.93,33.00,1,48.88
1513.00,1_205,-0.29,49.00,596.93,0.00,0,16.83
1526.00,1_208,-0.71,41.00,596.93,0.00,0,7.80
1537.00,1_204,-0.14,80.00,596.93,38.00,1,50.20
1538.00,1_198,-0.29,124.00,617.75,80.00,1,92.71
1542.00,1_209,-0.86,50.00,617.75,2.00,1,16.67
1548.00,1_211,-0.14,41.00,617.75,0.00,0,8.56
1573.00,1_203,0.00,123.00,617.75,80.00,1,92.89
1574.00,1_207,-0.57,96.00,615.10,50.00,1,63.21
1576.00,1_201,-0.71,141.00,615.10,93.00,1,104.00
1576.00,1_212,-0.29,62.00,615.10,16.00,1,29.83
1579.00,1_214,-0.57,51.00,615.10,0.00,0,12.16
1594.00,1_218,-0.14,37.00,615.10,0.00,0,6.42
1608.00,1_213,-0.43,87.00,596.93,44.00,1,57.98
1615.00,1_221,-0.57,37.00,596.93,0.00,0,9.05
1640.00,1_224,0.00,40.00,596.93,0.00,0,8.62
1647.00,1_215,-0.71,112.00,596.93,69.00,1,82.83
1647.00,1_219,-0.29,83.00,615.10,36.00,1,48.15
1647.00,1_220,-0.43,76.00,617.75,30.00,1,42.71
1648.00,1_210,0.00,148.00,605.00,103.00,1,119.02
1650.00,1_223,-0.86,58.00,617.75,12.00,1,26.75
1654.00,1_222,-0.71,69.00,596.93,18.00,1,31.03
1661.00,1_227,-0.43,40.00,617.75,0.00,0,9.74
1662.00,1_228,-0.57,34.00,615.10,0.00,0,4.95
1680.00,1_217,0.00,130.00,596.93,88.00,1,100.75
1682.00,1_225,-0.14,75.00,615.10,31.00,1,42.30
1683.00,1_216,-0.86,141.00,617.75,94.00,1,106.91
1689.00,1_231,0.00,39.00,617.75,0.00,0,10.32
1703.00,1_233,-0.29,39.00,617.75,0.00,0,10.17
1719.00,1_234,-0.43,48.00,615.10,1.00,1,12.60
1720.00,1_226,-0.29,106.00,615.10,60.00,1,80.09
1720.00,1_229,-0.71,85.00,596.93,38.00,1,52.84
1741.00,1_239,-0.14,34.00,615.10,0.00,0,5.50
1753.00,1_232,-0.14,96.00,596.93,52.00,1,63.49
1770.00,1_242,-0.57,42.00,617.75,0.00,0,7.77
1790.00,1_235,-0.57,112.00,596.93,65.00,1,78.91
1791.00,1_230,-0.86,149.00,617.75,103.00,1,116.91
1792.00,1_236,-0.71,107.00,596.93,60.00,1,75.50
1793.00,1_238,0.00,93.00,596.93,50.00,1,64.10
1795.00,1_237,-0.86,103.00,617.75,53.00,1,65.06
1805.00,1_248,-0.43,34.00,615.10,0.00,0,5.50
1827.00,1_240,-0.29,113.00,615.10,68.00,1,79.40
1828.00,1_241,-0.43,107.00,596.93,62.00,1,75.69
1830.00,1_244,-0.86,88.00,596.93,43.00,1,56.98
1833.00,1_246,-0.14,76.00,596.93,29.00,1,42.89
1837.00,1_250,-0.71,52.00,596.93,0.00,0,17.59
1861.00,1_243,-0.71,126.00,596.93,82.00,1,94.18
1898.00,1_245,0.00,148.00,617.75,103.00,1,115.41
1898.00,1_249,-0.57,120.00,596.93,79.00,1,91.78
1899.00,1_247,-0.29,135.00,605.00,90.00,1,104.16
