step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
47.00,1_0,0.00,47.00,617.75,2.00,1,15.83
82.00,1_5,-0.71,47.00,596.93,0.00,0,8.14
105.00,1_4,-0.57,77.00,596.93,34.00,1,45.96
107.00,1_8,-0.14,50.00,615.10,4.00,1,15.60
109.00,1_7,0.00,59.00,617.75,11.00,1,21.22
163.00,1_6,-0.86,121.00,596.93,77.00,1,90.94
166.00,1_14,0.00,66.00,617.75,19.00,1,32.44
167.00,1_9,-0.29,103.00,615.10,54.00,1,65.94
169.00,1_16,-0.29,55.00,615.10,5.00,1,18.55
170.00,1_18,-0.57,42.00,615.10,0.00,0,7.79
170.00,1_19,-0.71,35.00,615.10,0.00,0,7.61
196.00,1_3,-0.43,175.00,617.75,132.00,1,144.49
197.00,1_12,-0.71,112.00,615.10,66.00,1,81.00
198.00,1_1,-0.14,191.00,615.10,145.00,1,156.74
199.00,1_2,-0.29,185.00,596.93,140.00,1,153.00
199.00,1_21,0.00,49.00,615.10,0.00,0,17.52
200.00,1_13,-0.86,108.00,617.75,61.00,1,77.99
204.00,1_15,-0.14,97.00,617.75,47.00,1,60.96
206.00,1_20,-0.86,64.00,617.75,14.00,1,31.18
238.00,1_10,-0.43,167.00,615.10,122.00,1,137.70
238.00,1_11,-0.57,160.00,615.10,116.00,1,128.34
241.00,1_17,-0.43,120.00,596.93,74.00,1,85.91
242.00,1_24,-0.43,71.00,617.75,20.00,1,30.98
243.00,1_22,-0.14,86.00,596.93,39.00,1,53.42
244.00,1_25,-0.57,66.00,617.75,16.00,1,27.77
269.00,1_32,-0.57,41.00,596.93,0.00,0,8.52
291.00,1_35,0.00,41.00,617.75,0.00,0,8.65
308.00,1_31,-0.43,87.00,617.75,44.00,1,57.98
309.00,1_27,-0.86,117.00,596.93,72.00,1,83.88
311.00,1_30,-0.29,97.00,596.93,52.00,1,69.11
332.00,1_28,0.00,132.00,617.75,87.00,1,102.18
333.00,1_23,-0.29,169.00,596.93,121.00,1,133.32
335.00,1_26,-0.71,150.00,596.93,102.00,1,115.34
336.00,1_34,-0.86,94.00,617.75,45.00,1,60.47
337.00,1_33,-0.71,102.00,596.93,57.00,1,74.67
339.00,1_36,-0.14,82.00,617.75,32.00,1,47.73
341.00,1_38,-0.43,70.00,617.75,22.00,1,39.29
342.00,1_42,0.00,42.00,617.75,0.00,0,11.51
346.00,1_43,-0.14,39.00,596.93,0.00,0,8.55
357.00,1_45,-0.43,36.00,615.10,0.00,0,6.00
368.00,1_46,-0.57,40.00,617.75,0.00,0,7.07
440.00,1_29,-0.14,233.00,615.10,185.00,1,198.53
441.00,1_37,-0.29,177.00,615.10,131.00,1,149.56
441.00,1_39,-0.57,163.00,615.10,114.00,1,127.03
441.00,1_41,-0.86,149.00,596.93,104.00,1,115.64
442.00,1_40,-0.71,157.00,615.10,109.00,1,125.94
442.00,1_51,-0.29,78.00,617.75,34.00,1,49.74
443.00,1_47,-0.71,108.00,615.10,56.00,2,72.45
443.00,1_52,-0.43,72.00,596.93,27.00,1,40.84
451.00,1_58,-0.29,37.00,615.10,0.00,0,5.50
467.00,1_60,-0.57,39.00,596.93,0.00,0,9.20
527.00,1_53,-0.57,149.00,615.10,106.00,1,119.45
528.00,1_44,-0.29,214.00,615.10,168.00,1,182.83
528.00,1_55,-0.86,136.00,617.75,92.00,1,103.07
528.00,1_57,-0.14,121.00,615.10,77.00,1,93.22
530.00,1_62,-0.86,88.00,596.93,43.00,1,55.95
531.00,1_66,-0.43,60.00,615.10,12.00,1,24.43
532.00,1_68,-0.71,47.00,615.10,0.00,0,16.38
533.00,1_61,-0.71,98.00,617.75,52.00,1,67.90
535.00,1_69,-0.86,43.00,615.10,0.00,0,11.44
537.00,1_70,0.00,37.00,615.10,0.00,0,5.58
573.00,1_75,-0.71,38.00,615.10,0.00,0,5.40
618.00,1_81,-0.57,40.00,617.75,0.00,0,6.84
623.00,1_54,-0.71,238.00,615.10,194.00,1,206.29
625.00,1_48,-0.86,283.00,615.10,233.00,1,246.39
625.00,1_59,-0.43,204.00,615.10,155.00,1,171.28
627.00,1_49,0.00,277.00,617.75,226.00,1,237.77
627.00,1_71,-0.14,120.00,615.10,70.00,2,87.21
628.00,1_50,-0.14,271.00,596.93,220.00,1,233.31
628.00,1_56,0.00,228.00,617.75,178.00,1,191.37
629.00,1_65,-0.29,165.00,615.10,115.00,1,128.34
629.00,1_73,-0.43,108.00,596.93,60.00,1,78.35
631.00,1_74,-0.57,103.00,596.93,55.00,1,69.24
631.00,1_78,-0.14,74.00,617.75,26.00,1,41.30
633.00,1_79,-0.29,69.00,617.75,19.00,1,37.99
633.00,1_83,-0.86,41.00,615.10,0.00,0,8.17
635.00,1_80,-0.43,64.00,617.75,14.00,1,31.68
657.00,1_87,-0.43,36.00,615.10,0.00,0,4.86
673.00,1_64,-0.14,216.00,615.10,171.00,1,182.18
673.00,1_86,-0.29,59.00,615.10,14.00,1,26.49
674.00,1_63,0.00,224.00,617.75,179.00,1,190.77
676.00,1_72,-0.29,162.00,596.93,116.00,1,127.98
678.00,1_67,-0.57,200.00,617.75,150.00,1,164.33
680.00,1_82,-0.71,95.00,617.75,46.00,1,62.28
704.00,1_92,-0.14,47.00,617.75,0.00,0,7.14
736.00,1_97,-0.86,44.00,596.93,0.00,0,8.85
741.00,1_76,-0.86,199.00,615.10,154.00,1,168.02
741.00,1_85,-0.14,134.00,615.10,90.00,1,101.15
742.00,1_77,0.00,192.00,617.75,147.00,1,158.29
743.00,1_90,-0.86,101.00,615.10,56.00,1,69.55
744.00,1_91,0.00,94.00,615.10,43.00,1,58.21
746.00,1_95,-0.57,68.00,617.75,22.00,1,36.77
