step,veh_id,ttime
47,1_0,47
82,1_5,47
96,1_4,68
96,1_8,39
100,1_7,50
143,1_6,101
144,1_14,44
147,1_9,83
156,1_16,42
168,1_18,40
170,1_19,35
208,1_23,44
227,1_26,42
235,1_12,150
236,1_3,215
237,1_1,230
238,1_2,224
238,1_21,88
239,1_13,147
243,1_15,136
244,1_20,102
247,1_29,40
267,1_11,189
268,1_10,197
271,1_17,150
272,1_24,101
273,1_22,116
273,1_25,95
276,1_32,48
290,1_35,40
350,1_44,36
383,1_31,162
385,1_27,193
385,1_48,43
386,1_30,172
397,1_49,47
403,1_50,46
422,1_54,37
444,1_56,44
460,1_59,39
471,1_33,236
472,1_28,272
472,1_45,151
474,1_43,167
476,1_34,234
479,1_36,222
481,1_38,210
483,1_42,183
485,1_46,157
493,1_40,208
495,1_39,217
496,1_37,232
496,1_41,204
496,1_58,82
497,1_47,162
497,1_51,133
497,1_52,126
499,1_60,71
506,1_53,128
506,1_57,99
508,1_55,116
509,1_61,74
509,1_62,67
512,1_66,41
522,1_68,37
535,1_65,71
545,1_71,38
562,1_73,41
570,1_74,42
598,1_78,41
603,1_79,39
612,1_80,41
630,1_83,38
644,1_63,194
644,1_64,187
646,1_72,132
647,1_67,169
649,1_82,64
651,1_86,37
704,1_92,47
735,1_97,43
747,1_76,205
748,1_77,198
748,1_85,141
749,1_90,107
751,1_91,101
752,1_95,74
752,1_98,52
770,1_69,278
770,1_75,235
771,1_70,271
772,1_84,172
772,1_94,101
773,1_81,195
776,1_88,148
893,1_87,272
893,1_89,258
893,1_93,229
894,1_100,180
895,1_101,174
896,1_96,211
896,1_103,161
898,1_105,148
901,1_107,137
901,1_120,44
903,1_108,132
949,1_128,35
969,1_99,262
970,1_109,192
971,1_111,179
971,1_116,143
971,1_117,136
972,1_113,165
973,1_110,188
973,1_123,95
975,1_121,111
975,1_124,90
977,1_131,42
1058,1_106,301
1058,1_112,258
1059,1_102,331
1059,1_114,245
1060,1_104,318
1060,1_118,218
1062,1_134,105
1064,1_115,243
1065,1_119,215
1067,1_125,175
1073,1_127,166
1075,1_135,111
1076,1_136,105
1078,1_137,100
1086,1_144,58
1087,1_147,37
1146,1_122,275
1146,1_126,246
1147,1_129,226
1148,1_152,63
1149,1_130,221
1149,1_151,71
1151,1_140,151
1153,1_141,146
1157,1_154,57
1160,1_157,39
1184,1_160,42
1189,1_145,154
1191,1_132,249
1192,1_139,200
1193,1_133,243
1194,1_143,173
1194,1_146,152
1195,1_150,124
1196,1_138,211
1237,1_155,130
1238,1_148,181
1240,1_142,226
1240,1_149,176
1242,1_153,150
1242,1_165,64
1242,1_168,42
1243,1_158,115
1312,1_156,198
1314,1_159,179
1315,1_164,144
1316,1_176,59
1317,1_162,160
1320,1_177,56
1320,1_178,49
1321,1_179,43
1332,1_181,40
1406,1_161,256
1409,1_163,245
1409,1_166,224
1409,1_167,217
1409,1_171,188
1410,1_191,46
1412,1_169,205
1413,1_184,99
1414,1_170,200
1414,1_189,64
1417,1_190,60
1419,1_172,191
1421,1_175,171
1423,1_192,52
1457,1_173,222
1459,1_180,174
1460,1_182,160
1462,1_174,220
1462,1_186,134
1463,1_187,128
1464,1_194,79
1465,1_193,87
1466,1_188,124
1468,1_198,54
1500,1_203,50
1503,1_183,196
1503,1_201,68
1505,1_185,184
1516,1_207,38
1551,1_212,37
1570,1_196,170
1572,1_213,51
1574,1_197,167
1576,1_195,184
1615,1_221,37
1634,1_206,163
1635,1_202,193
1635,1_210,135
1636,1_199,215
1638,1_200,210
1638,1_219,74
1639,1_205,175
1640,1_220,69
1641,1_208,156
1641,1_223,49
1643,1_215,108
1650,1_222,65
1659,1_204,202
1660,1_217,110
1661,1_209,169
1661,1_225,54
1662,1_211,155
1665,1_216,123
1688,1_231,38
1701,1_233,37
1714,1_226,100
1715,1_218,158
1718,1_229,83
1719,1_214,191
1719,1_234,48
1742,1_239,35
1777,1_243,42
1795,1_224,195
1797,1_242,69
1798,1_232,141
1799,1_245,49
1800,1_247,36
1816,1_249,38
1834,1_251,42
1848,1_253,41
1860,1_254,46
1869,1_256,41
1874,1_255,53
1876,1_257,41
1883,1_258,41
1895,1_248,124
1896,1_228,268
1897,1_227,276
1899,1_230,257
1899,1_252,99
1900,1_235,222
1901,1_236,216
1903,1_238,203
1905,1_237,213
1906,1_261,42
1938,1_266,38
1977,1_271,42
1988,1_273,38
2005,1_240,291
2005,1_241,284
2008,1_244,266
2011,1_246,254
2011,1_277,33
2014,1_250,229
2016,1_262,145
2016,1_276,45
2017,1_264,132
2019,1_269,98
2022,1_278,37
2033,1_265,141
2035,1_267,128
2035,1_268,121
2037,1_279,45
2039,1_274,82
2042,1_280,42
2046,1_281,39
2083,1_286,41
2122,1_270,194
2123,1_272,181
2125,1_259,275
2125,1_263,247
2127,1_260,270
2130,1_293,38
2149,1_296,35
2179,1_289,115
2181,1_275,217
2181,1_291,103
2183,1_294,83
2184,1_282,170
2186,1_288,129
2187,1_300,45
2190,1_301,40
2199,1_302,42
2201,1_303,37
2213,1_304,42
2234,1_285,199
2235,1_283,214
2235,1_292,150
2236,1_290,165
2238,1_284,210
2238,1_287,188
2239,1_298,111
2241,1_295,134
2255,1_310,41
2266,1_312,38
2274,1_313,39
2289,1_299,154
2289,1_306,104
2290,1_297,169
2290,1_305,112
2290,1_314,48
2293,1_315,43
2317,1_319,39
2372,1_311,151
2374,1_317,110
2374,1_327,39
2421,1_333,43
2425,1_316,168
2426,1_307,234
2426,1_309,219
2427,1_318,156
2428,1_308,228
2430,1_321,138
2431,1_324,117
2432,1_325,111
2432,1_330,75
2434,1_329,84
2435,1_326,107
2436,1_334,51
2452,1_328,110
2453,1_320,168
2454,1_332,83
2455,1_322,155
2456,1_335,64
2458,1_323,151
2484,1_342,42
2498,1_339,77
2499,1_331,135
2502,1_343,52
2531,1_336,131
2533,1_340,105
2534,1_337,127
2538,1_341,103
2541,1_350,41
2554,1_351,47
2556,1_352,42
2581,1_356,39
2594,1_338,180
2594,1_346,123
