step,tl_id,dynamic_weight,dynamic_weight_activation,reward
25,0,0.04988028731045492,6.122148243500816e-06,0.7769350387011343
78,0,0.04988028731045492,6.122148243500816e-06,0.25282936335771966
170,0,0.09976057462090984,2.733862281770841e-05,-0.061658662847178095
232,0,0.09976057462090984,2.733862281770841e-05,0.10731860796037346
246,0,0.09976057462090984,2.733862281770841e-05,0.9050981794185996
296,0,0.09976057462090984,2.733862281770841e-05,0.4099411975595441
388,0,0.1247007182761373,5.777027293579057e-05,-0.07153305134299931
432,0,0.09976057462090984,2.733862281770841e-05,0.5957379175223361
551,0,0.1247007182761373,5.777027293579057e-05,-0.11669162616393575
652,0,0.14964086193136475,0.00012207240301665171,-0.1608008624245367
675,0,0.09976057462090984,2.733862281770841e-05,0.8052002495621501
719,0,0.09976057462090984,2.733862281770841e-05,0.5205726329254565
829,0,0.14964086193136475,0.00012207240301665171,-0.07446877969848292
897,0,0.14964086193136475,0.00012207240301665171,-0.05779678086795614
1016,0,0.19952114924181968,0.0005448987447555207,-0.2198992401950523
1111,0,0.2244612928970471,0.0011507830459559412,-0.21600099530395214
1179,0,0.19952114924181968,0.0005448987447555207,0.22129020632879912
1199,0,0.04988028731045492,6.122148243500816e-06,0.8858467956979216
1219,0,0.07482043096568237,1.2937247444068341e-05,0.8574761553686784
1236,0,0.1247007182761373,5.777027293579057e-05,0.8900484248486156
1313,0,0.1247007182761373,5.777027293579057e-05,-0.005575666740956719
1372,0,0.07482043096568237,1.2937247444068341e-05,0.28055533526971477
1449,0,0.09976057462090984,2.733862281770841e-05,0.012672385506798717
1511,0,0.14964086193136475,0.00012207240301665171,0.09122667200870552
1618,0,0.19952114924181968,0.0005448987447555207,-0.20976496640400402
1638,0,0.07482043096568237,1.2937247444068341e-05,0.8779885030770865
1658,0,0.04988028731045492,6.122148243500816e-06,0.8659715620521944
1690,0,0.09976057462090984,2.733862281770841e-05,0.6959614363308682
1767,0,0.1247007182761373,5.777027293579057e-05,-0.0445178871959701
1784,0,0.09976057462090984,2.733862281770841e-05,0.9063393503177456
1795,0,0.07482043096568237,1.2937247444068341e-05,0.9348980195757152
1812,0,0.04988028731045492,6.122148243500816e-06,0.8921550134993592
1904,0,0.09976057462090984,2.733862281770841e-05,-0.015422798811702264
1939,0,0.1247007182761373,5.777027293579057e-05,0.5855383822499495
2031,0,0.09976057462090984,2.733862281770841e-05,-0.0277207700068477
2087,0,0.09976057462090984,2.733862281770841e-05,0.32831450451016597
2203,0,0.1745810055865922,0.00025792859000988317,-0.17001226749509832
2217,0,0.09976057462090984,2.733862281770841e-05,0.8631615314923128
2255,0,0.07482043096568237,1.2937247444068341e-05,0.635112974446136
2347,0,0.1247007182761373,5.777027293579057e-05,-0.0688267723079481
2394,0,0.14964086193136475,0.00012207240301665171,0.24611702323396176
2483,0,0.09976057462090984,2.733862281770841e-05,-0.06428496907022821
2551,0,0.09976057462090984,2.733862281770841e-05,0.0984837164937341
2562,0,0.09976057462090984,2.733862281770841e-05,0.8783007897774444
2645,0,0.09976057462090984,2.733862281770841e-05,-0.014579541433588123
2719,0,0.09976057462090984,2.733862281770841e-05,0.017157210947609112
2820,0,0.09976057462090984,2.733862281770841e-05,-0.14095272020581923
2918,0,0.09976057462090984,2.733862281770841e-05,-0.15619878261246195
2992,0,0.09976057462090984,2.733862281770841e-05,-0.010545078356563077
3036,0,0.09976057462090984,2.733862281770841e-05,0.4712067120616892
3116,0,0.09976057462090984,2.733862281770841e-05,-0.013059190114518341
3166,0,0.14964086193136475,0.00012207240301665171,0.27737476656224963
3213,0,0.09976057462090984,2.733862281770841e-05,0.5901927274169078
3320,0,0.1247007182761373,5.777027293579057e-05,-0.10230438325369322
3352,0,0.05136259656505127,6.400538032160933e-06,0.8047806146721955
3459,0,0.09976057462090984,2.733862281770841e-05,-0.1149113247011182
3500,0,0.1247007182761373,5.777027293579057e-05,0.5371384396121573
3556,0,0.09976057462090984,2.733862281770841e-05,0.28396009083728047
3624,0,0.09976057462090984,2.733862281770841e-05,0.08632428316794771
3650,0,0.14964086193136475,0.00012207240301665171,0.7644823383404288
3769,0,0.1247007182761373,5.777027293579057e-05,-0.1103279942595386
3792,0,0.14964086193136475,0.00012207240301665171,0.7583244752624102
3878,0,0.2244612928970471,0.0011507830459559412,-0.17958699248584342
3895,0,0.16748900516792214,0.00020850691045337698,0.8611357294784757
3954,0,0.14964086193136475,0.00012207240301665171,0.13210523238352323
4061,0,0.27434158020750204,0.005118548954743011,-0.2592859792512367
4078,0,0.32422186751795695,0.02245910616236272,0.7372373094734372
4182,0,0.1745810055865922,0.00025792859000988317,-0.08100449688234196
4283,0,0.2244612928970471,0.0011507830459559412,-0.186700229525451
4333,0,0.1745810055865922,0.00025792859000988317,0.5373144837626427
4386,0,0.1745810055865922,0.00025792859000988317,0.3706855947176575
4397,0,0.1745810055865922,0.00025792859000988317,0.8867572238093016
4429,0,0.09976057462090984,2.733862281770841e-05,0.8218028153116363
4479,0,0.1247007182761373,5.777027293579057e-05,0.3335930370815892
4544,0,0.2494014365522746,0.00242872564960318,-0.011760552722253893
4591,0,0.1745810055865922,0.00025792859000988317,0.6453583841259787
4713,0,0.1745810055865922,0.00025792859000988317,-0.2454846137177699
4745,0,0.2244612928970471,0.0011507830459559412,0.6228201687493827
4834,0,0.27434158020750204,0.005118548954743011,-0.21657906464951546
4851,0,0.14964086193136475,0.00012207240301665171,0.8133839329898342
4952,0,0.2494014365522746,0.00242872564960318,-0.2723434401883814
4981,0,0.2244612928970471,0.0011507830459559412,0.7575788254012854
5097,0,0.27434158020750204,0.005118548954743011,-0.41458703279717474
5114,0,0.1745810055865922,0.00025792859000988317,0.7398973672726006
5209,0,0.2494014365522746,0.00242872564960318,-0.32777563597879766
5310,0,0.27434158020750204,0.005118548954743011,-0.4290487039537346
5378,0,0.32422186751795695,0.02245910616236272,-0.37789441488071457
5401,0,0.14964086193136475,0.00012207240301665171,0.7516234938767061
5475,0,0.14964086193136475,0.00012207240301665171,-0.11793633634445828
5558,0,0.2244612928970471,0.0011507830459559412,-0.3244967517852102
5611,0,0.2244612928970471,0.0011507830459559412,0.17928239144318528
5685,0,0.19952114924181968,0.0005448987447555207,0.07181008618323316
5711,0,0.19952114924181968,0.0005448987447555207,0.8360653221243699
5734,0,0.19952114924181968,0.0005448987447555207,0.8378088204423889
5781,0,0.14964086193136475,0.00012207240301665171,0.697165310225682
5864,0,0.14964086193136475,0.00012207240301665171,-0.03809127161768352
5935,0,0.2244612928970471,0.0011507830459559412,-0.01426421757804327
5964,0,0.2244612928970471,0.0011507830459559412,0.6778435585637527
5978,0,0.09976057462090984,2.733862281770841e-05,0.8725285006243697
6094,0,0.19952114924181968,0.0005448987447555207,-0.21398480848355145
6120,0,0.2494014365522746,0.00242872564960318,0.637357582191461
6149,0,0.2992817238627295,0.010755244484772384,0.6878746424321126
6247,0,0.1247007182761373,5.777027293579057e-05,-0.006237265829987674
6264,0,0.14964086193136475,0.00012207240301665171,0.8408680114687332
6323,0,0.1745810055865922,0.00025792859000988317,0.24061009988394702
6346,0,0.19952114924181968,0.0005448987447555207,0.8655232395172688
6357,0,0.1247007182761373,5.777027293579057e-05,0.9115102332896563
6467,0,0.19952114924181968,0.0005448987447555207,-0.2052772449207475
6493,0,0.2244612928970471,0.0011507830459559412,0.7220252341132835
