step,tl_id,dynamic_weight,dynamic_weight_activation,reward
25,0,0.04988028731045492,6.122148243500816e-06,0.9885335867626606
78,0,0.04988028731045492,6.122148243500816e-06,0.9749481221994695
182,0,0.09976057462090984,2.733862281770841e-05,0.9507490460879503
280,0,0.1247007182761373,5.777027293579057e-05,0.9418017528043193
366,0,0.09976057462090984,2.733862281770841e-05,0.9492638330090579
425,0,0.09976057462090984,2.733862281770841e-05,0.9541674177926728
454,0,0.07482043096568237,1.2937247444068341e-05,0.9676378272533207
525,0,0.07482043096568237,1.2937247444068341e-05,0.9641819137829226
623,0,0.09976057462090984,2.733862281770841e-05,0.9461636720858162
667,0,0.09976057462090984,2.733862281770841e-05,0.9582826531139085
753,0,0.09976057462090984,2.733862281770841e-05,0.9586006929764396
809,0,0.09976057462090984,2.733862281770841e-05,0.9543835584968866
826,0,0.09976057462090984,2.733862281770841e-05,0.9730685452528148
933,0,0.1247007182761373,5.777027293579057e-05,0.9467048522267485
998,0,0.19952114924181968,0.0005448987447555207,0.943259028703895
1072,0,0.2244612928970471,0.0011507830459559412,0.9371945454720685
1140,0,0.14964086193136475,0.00012207240301665171,0.9509130443432835
1253,0,0.07482043096568237,1.2937247444068341e-05,0.9505316828988404
1312,0,0.09976057462090984,2.733862281770841e-05,0.9518387621048194
1359,0,0.09976057462090984,2.733862281770841e-05,0.9529298411441897
1370,0,0.07482043096568237,1.2937247444068341e-05,0.9650784831332513
1438,0,0.09976057462090984,2.733862281770841e-05,0.962358156524652
1551,0,0.1247007182761373,5.777027293579057e-05,0.951649007135542
1673,0,0.14964086193136475,0.00012207240301665171,0.9306130360873927
1771,0,0.19952114924181968,0.0005448987447555207,0.9235484979917425
1791,0,0.1247007182761373,5.777027293579057e-05,0.9522443612118802
1856,0,0.1247007182761373,5.777027293579057e-05,0.9513016450322965
1921,0,0.14964086193136475,0.00012207240301665171,0.9395882112492352
2016,0,0.07746267048250428,1.4004471449479252e-05,0.9428055704978684
2114,0,0.1247007182761373,5.777027293579057e-05,0.9400278549573974
2200,0,0.1247007182761373,5.777027293579057e-05,0.9465655326547432
2244,0,0.09976057462090984,2.733862281770841e-05,0.9599866823711822
2279,0,0.1247007182761373,5.777027293579057e-05,0.956697178542828
2395,0,0.09976057462090984,2.733862281770841e-05,0.957069332548345
2445,0,0.07482043096568237,1.2937247444068341e-05,0.9593644834583527
2465,0,0.07482043096568237,1.2937247444068341e-05,0.9681148508755884
2512,0,0.07482043096568237,1.2937247444068341e-05,0.9708958610004995
2628,0,0.09976057462090984,2.733862281770841e-05,0.9518286811240213
2726,0,0.14964086193136475,0.00012207240301665171,0.9367127090698777
2782,0,0.19952114924181968,0.0005448987447555207,0.936810468511103
2826,0,0.07482043096568237,1.2937247444068341e-05,0.9641438867081827
2948,0,0.09976057462090984,2.733862281770841e-05,0.9465608959654563
3052,0,0.14964086193136475,0.00012207240301665171,0.9382041325188385
3144,0,0.19952114924181968,0.0005448987447555207,0.9314811252251072
3209,0,0.12696380328958137,6.182840126804674e-05,0.9458385433981539
3268,0,0.1247007182761373,5.777027293579057e-05,0.9547208954369851
3303,0,0.07482043096568237,1.2937247444068341e-05,0.974044253967656
3350,0,0.09976057462090984,2.733862281770841e-05,0.964598972380465
3427,0,0.1247007182761373,5.777027293579057e-05,0.9506386256175068
3525,0,0.09976057462090984,2.733862281770841e-05,0.9465658512272079
3632,0,0.14964086193136475,0.00012207240301665171,0.9293963192364222
3754,0,0.27434158020750204,0.005118548954743011,0.9053077058789862
3810,0,0.1247007182761373,5.777027293579057e-05,0.9321894173916179
3848,0,0.1745810055865922,0.00025792859000988317,0.9246642064581148
3970,0,0.1745810055865922,0.00025792859000988317,0.9063154742615125
3990,0,0.1745810055865922,0.00025792859000988317,0.9272654089519139
4022,0,0.1745810055865922,0.00025792859000988317,0.9268695514662417
4090,0,0.2244612928970471,0.0011507830459559412,0.9203792494157149
4152,0,0.2494014365522746,0.00242872564960318,0.9011868294815224
4220,0,0.1745810055865922,0.00025792859000988317,0.9220882640527455
4324,0,0.2494014365522746,0.00242872564960318,0.904859928461895
4344,0,0.19952114924181968,0.0005448987447555207,0.9242138916485927
4373,0,0.10256482087371536,2.9737992757779727e-05,0.9401476442411569
4450,0,0.1745810055865922,0.00025792859000988317,0.913313642272204
4569,0,0.20059502290294962,0.0005627291098497879,0.8859057102436402
4601,0,0.2494014365522746,0.00242872564960318,0.9029959357467964
4666,0,0.2992817238627295,0.010755244484772384,0.905545275123068
4743,0,0.14964086193136475,0.00012207240301665171,0.9352242188976423
4829,0,0.1745810055865922,0.00025792859000988317,0.9249181259675571
4843,0,0.1247007182761373,5.777027293579057e-05,0.9415556400309368
4854,0,0.09976057462090984,2.733862281770841e-05,0.9425366613125467
4919,0,0.20856510275392887,0.0007146184519815422,0.9193138354577411
