step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
47.00,1_0,0.00,47.00,617.75,2.00,1,15.83
82.00,1_5,-0.71,47.00,596.93,0.00,0,8.14
106.00,1_10,-0.43,35.00,615.10,0.00,0,5.55
115.00,1_11,-0.57,37.00,615.10,0.00,0,5.48
129.00,1_4,-0.57,101.00,596.93,58.00,1,70.68
131.00,1_8,-0.14,74.00,615.10,28.00,1,40.02
133.00,1_7,0.00,83.00,617.75,35.00,1,45.54
155.00,1_6,-0.86,113.00,596.93,68.00,1,82.27
157.00,1_14,0.00,57.00,617.75,10.00,1,23.65
159.00,1_9,-0.29,95.00,615.10,45.00,1,57.12
160.00,1_16,-0.29,46.00,615.10,0.00,0,9.87
168.00,1_18,-0.57,40.00,615.10,0.00,0,5.27
169.00,1_19,-0.71,34.00,615.10,0.00,0,6.45
209.00,1_23,-0.29,45.00,596.93,0.00,0,8.94
228.00,1_26,-0.71,43.00,596.93,0.00,0,8.04
241.00,1_12,-0.71,156.00,615.10,111.00,1,125.35
242.00,1_3,-0.43,221.00,617.75,177.00,1,189.89
243.00,1_1,-0.14,236.00,615.10,190.00,1,201.87
243.00,1_13,-0.86,151.00,617.75,106.00,1,121.42
244.00,1_2,-0.29,230.00,596.93,185.00,1,197.87
244.00,1_21,0.00,94.00,615.10,44.00,1,62.24
249.00,1_15,-0.14,142.00,617.75,92.00,1,106.06
250.00,1_20,-0.86,108.00,617.75,60.00,1,75.68
251.00,1_29,-0.14,44.00,615.10,0.00,0,9.64
289.00,1_17,-0.43,168.00,596.93,123.00,1,134.73
291.00,1_22,-0.14,134.00,596.93,88.00,1,101.22
293.00,1_24,-0.43,122.00,617.75,70.00,1,82.05
293.00,1_32,-0.57,65.00,596.93,19.00,1,33.52
294.00,1_25,-0.57,116.00,617.75,66.00,1,78.29
296.00,1_35,0.00,46.00,617.75,0.00,0,13.04
326.00,1_27,-0.86,134.00,596.93,90.00,1,100.97
326.00,1_31,-0.43,105.00,617.75,63.00,1,76.48
328.00,1_30,-0.29,114.00,596.93,71.00,1,86.84
357.00,1_45,-0.43,36.00,615.10,0.00,0,6.84
359.00,1_33,-0.71,124.00,596.93,83.00,1,96.96
362.00,1_28,0.00,162.00,617.75,119.00,1,132.63
363.00,1_43,-0.14,56.00,596.93,12.00,1,24.96
366.00,1_34,-0.86,124.00,617.75,77.00,1,90.82
368.00,1_36,-0.14,111.00,617.75,62.00,1,76.92
370.00,1_38,-0.43,99.00,617.75,50.00,1,68.16
372.00,1_42,0.00,72.00,617.75,23.00,1,41.55
375.00,1_46,-0.57,47.00,617.75,0.00,0,13.46
441.00,1_40,-0.71,156.00,615.10,112.00,1,125.13
444.00,1_39,-0.57,166.00,615.10,117.00,1,130.17
444.00,1_51,-0.29,80.00,617.75,35.00,1,51.71
445.00,1_37,-0.29,181.00,615.10,132.00,1,153.48
445.00,1_41,-0.86,153.00,596.93,106.00,1,118.97
445.00,1_47,-0.71,110.00,615.10,64.00,1,74.60
447.00,1_52,-0.43,76.00,596.93,28.00,1,43.83
451.00,1_53,-0.57,73.00,615.10,31.00,1,44.09
453.00,1_44,-0.29,139.00,615.10,96.00,1,108.11
453.00,1_55,-0.86,61.00,617.75,17.00,1,28.05
453.00,1_57,-0.14,46.00,615.10,4.00,1,17.94
474.00,1_61,-0.71,39.00,617.75,0.00,0,8.80
483.00,1_62,-0.86,41.00,596.93,0.00,0,8.91
511.00,1_66,-0.43,40.00,615.10,0.00,0,5.05
522.00,1_68,-0.71,37.00,615.10,0.00,0,6.09
530.00,1_54,-0.71,145.00,615.10,100.00,1,113.08
532.00,1_48,-0.86,190.00,615.10,142.00,1,153.12
532.00,1_59,-0.43,111.00,615.10,63.00,2,78.14
534.00,1_49,0.00,184.00,617.75,135.00,1,144.96
535.00,1_50,-0.14,178.00,596.93,129.00,1,140.42
535.00,1_56,0.00,135.00,617.75,85.00,1,98.53
537.00,1_65,-0.29,73.00,615.10,23.00,1,36.66
548.00,1_63,0.00,98.00,617.75,53.00,1,64.22
548.00,1_64,-0.14,91.00,615.10,44.00,1,56.57
551.00,1_67,-0.57,73.00,617.75,26.00,1,36.56
557.00,1_72,-0.29,43.00,596.93,0.00,0,9.04
593.00,1_58,-0.29,179.00,615.10,134.00,1,147.95
594.00,1_76,-0.86,52.00,615.10,6.00,1,20.88
594.00,1_77,0.00,44.00,617.75,0.00,0,10.60
595.00,1_60,-0.57,167.00,596.93,123.00,1,137.34
611.00,1_69,-0.86,119.00,615.10,74.00,1,87.57
611.00,1_70,0.00,111.00,615.10,68.00,1,79.30
611.00,1_75,-0.71,76.00,615.10,32.00,1,43.79
619.00,1_81,-0.57,41.00,617.75,0.00,0,8.08
635.00,1_84,0.00,35.00,615.10,0.00,0,6.62
661.00,1_71,-0.14,154.00,615.10,109.00,1,121.24
661.00,1_83,-0.86,69.00,615.10,25.00,1,36.18
662.00,1_73,-0.43,141.00,596.93,96.00,1,110.43
662.00,1_78,-0.14,105.00,617.75,61.00,1,71.87
663.00,1_79,-0.29,99.00,617.75,53.00,1,68.68
663.00,1_87,-0.43,42.00,615.10,0.00,0,11.24
666.00,1_74,-0.57,138.00,596.93,92.00,1,104.44
667.00,1_80,-0.43,96.00,617.75,48.00,1,63.56
671.00,1_89,-0.71,36.00,615.10,0.00,0,4.99
687.00,1_82,-0.71,102.00,617.75,59.00,1,69.72
687.00,1_86,-0.29,73.00,615.10,29.00,1,40.67
704.00,1_92,-0.14,47.00,617.75,0.00,0,7.34
735.00,1_97,-0.86,43.00,596.93,0.00,0,8.51
746.00,1_99,-0.14,39.00,617.75,0.00,0,8.40
773.00,1_85,-0.14,166.00,615.10,122.00,1,133.57
