step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
47.00,1_0,0.00,47.00,617.75,2.00,1,15.83
82.00,1_5,-0.71,47.00,596.93,0.00,0,8.14
106.00,1_10,-0.43,35.00,615.10,0.00,0,5.55
115.00,1_11,-0.57,37.00,615.10,0.00,0,5.48
156.00,1_4,-0.57,128.00,596.93,85.00,1,97.60
158.00,1_8,-0.14,101.00,615.10,55.00,1,66.96
160.00,1_7,0.00,110.00,617.75,62.00,1,72.88
175.00,1_6,-0.86,133.00,596.93,89.00,1,102.87
178.00,1_14,0.00,78.00,617.75,31.00,1,45.07
180.00,1_9,-0.29,116.00,615.10,66.00,1,78.17
180.00,1_18,-0.57,52.00,615.10,2.00,2,17.56
181.00,1_16,-0.29,67.00,615.10,17.00,1,30.69
183.00,1_19,-0.71,48.00,615.10,1.00,1,19.92
208.00,1_23,-0.29,44.00,596.93,0.00,0,8.35
228.00,1_26,-0.71,43.00,596.93,0.00,0,8.83
238.00,1_28,0.00,38.00,617.75,0.00,0,8.13
273.00,1_33,-0.71,38.00,596.93,0.00,0,10.49
282.00,1_34,-0.86,40.00,617.75,0.00,0,6.73
286.00,1_12,-0.71,201.00,615.10,156.00,1,170.65
287.00,1_3,-0.43,266.00,617.75,222.00,1,235.08
288.00,1_1,-0.14,281.00,615.10,235.00,1,246.69
288.00,1_13,-0.86,196.00,617.75,151.00,1,166.64
289.00,1_2,-0.29,275.00,596.93,230.00,1,242.99
289.00,1_21,0.00,139.00,615.10,89.00,1,107.47
292.00,1_29,-0.14,85.00,615.10,35.00,1,50.85
294.00,1_15,-0.14,187.00,617.75,137.00,1,151.35
296.00,1_20,-0.86,154.00,617.75,105.00,1,120.95
297.00,1_37,-0.29,33.00,615.10,0.00,0,6.03
322.00,1_17,-0.43,201.00,596.93,156.00,1,167.00
324.00,1_22,-0.14,167.00,596.93,122.00,1,134.18
326.00,1_24,-0.43,155.00,617.75,103.00,1,115.06
326.00,1_32,-0.57,98.00,596.93,52.00,1,66.78
327.00,1_35,0.00,77.00,617.75,31.00,1,44.37
328.00,1_25,-0.57,150.00,617.75,99.00,1,111.77
350.00,1_44,-0.29,36.00,615.10,0.00,0,5.51
384.00,1_27,-0.86,192.00,596.93,147.00,1,158.54
384.00,1_31,-0.43,163.00,617.75,120.00,1,134.15
385.00,1_30,-0.29,171.00,596.93,127.00,1,144.34
385.00,1_48,-0.86,43.00,615.10,0.00,0,6.20
396.00,1_49,0.00,46.00,617.75,0.00,0,7.48
403.00,1_50,-0.14,46.00,596.93,0.00,0,8.57
422.00,1_54,-0.71,37.00,615.10,0.00,0,4.94
445.00,1_56,0.00,45.00,617.75,0.00,0,8.36
459.00,1_59,-0.43,38.00,615.10,0.00,0,5.00
492.00,1_43,-0.14,185.00,596.93,142.00,1,154.75
493.00,1_45,-0.43,172.00,615.10,126.00,1,142.81
495.00,1_36,-0.14,238.00,617.75,192.00,1,204.17
497.00,1_38,-0.43,226.00,617.75,180.00,1,195.53
499.00,1_42,0.00,199.00,617.75,154.00,1,168.00
503.00,1_46,-0.57,175.00,617.75,124.00,1,141.96
503.00,1_64,-0.14,46.00,615.10,0.00,0,11.42
505.00,1_63,0.00,55.00,617.75,4.00,1,21.40
521.00,1_67,-0.57,43.00,617.75,0.00,0,6.85
550.00,1_51,-0.29,186.00,617.75,143.00,1,157.31
552.00,1_39,-0.57,274.00,615.10,227.00,1,238.22
552.00,1_40,-0.71,267.00,615.10,219.00,1,235.86
552.00,1_47,-0.71,217.00,615.10,169.00,1,180.98
553.00,1_41,-0.86,261.00,596.93,214.00,1,227.68
553.00,1_58,-0.29,139.00,615.10,91.00,2,108.03
555.00,1_52,-0.43,184.00,596.93,137.00,1,151.71
556.00,1_60,-0.57,128.00,596.93,82.00,1,98.80
579.00,1_76,-0.86,37.00,615.10,0.00,0,5.75
592.00,1_77,0.00,42.00,617.75,0.00,0,8.08
608.00,1_53,-0.57,230.00,615.10,186.00,1,200.56
608.00,1_57,-0.14,201.00,615.10,156.00,1,172.37
610.00,1_55,-0.86,218.00,617.75,172.00,1,184.44
610.00,1_62,-0.86,168.00,596.93,124.00,1,136.44
611.00,1_61,-0.71,176.00,617.75,133.00,1,146.66
612.00,1_66,-0.43,141.00,615.10,90.00,1,105.70
614.00,1_68,-0.71,129.00,615.10,81.00,1,97.65
614.00,1_69,-0.86,122.00,615.10,71.00,1,90.12
614.00,1_75,-0.71,79.00,615.10,25.00,2,46.33
615.00,1_70,0.00,115.00,615.10,69.00,1,83.94
621.00,1_81,-0.57,43.00,617.75,0.00,0,9.73
635.00,1_84,0.00,35.00,615.10,0.00,0,6.49
663.00,1_71,-0.14,156.00,615.10,110.00,1,123.00
663.00,1_73,-0.43,142.00,596.93,98.00,1,111.43
663.00,1_78,-0.14,106.00,617.75,61.00,1,72.81
664.00,1_65,-0.29,200.00,615.10,152.00,1,163.37
665.00,1_83,-0.86,73.00,615.10,24.00,1,39.61
666.00,1_79,-0.29,102.00,617.75,55.00,1,71.03
666.00,1_87,-0.43,45.00,615.10,0.00,0,14.47
667.00,1_74,-0.57,139.00,596.93,92.00,1,105.29
668.00,1_80,-0.43,97.00,617.75,49.00,1,65.34
672.00,1_89,-0.71,37.00,615.10,0.00,0,5.29
704.00,1_93,-0.29,40.00,615.10,0.00,0,5.51
727.00,1_96,-0.71,42.00,617.75,0.00,0,9.11
739.00,1_72,-0.29,225.00,596.93,179.00,1,191.38
739.00,1_82,-0.71,154.00,617.75,109.00,1,121.80
739.00,1_86,-0.29,125.00,615.10,81.00,1,92.92
743.00,1_97,-0.86,51.00,596.93,1.00,1,15.04
745.00,1_92,-0.14,88.00,617.75,36.00,1,48.20
