step,veh_id,ttime
47,1_0,47
68,1_4,40
89,1_6,47
106,1_9,42
142,1_14,42
156,1_16,42
167,1_18,39
169,1_19,34
199,1_12,114
200,1_3,179
201,1_1,194
201,1_13,109
202,1_2,188
202,1_21,52
206,1_15,99
210,1_10,139
211,1_11,133
213,1_5,178
215,1_17,94
217,1_22,60
218,1_24,47
223,1_25,45
269,1_32,41
278,1_8,221
278,1_27,86
279,1_7,229
280,1_30,66
280,1_31,59
329,1_28,129
330,1_23,166
332,1_34,90
333,1_26,148
334,1_33,99
335,1_36,78
337,1_38,66
339,1_42,39
348,1_37,84
349,1_20,207
351,1_29,144
351,1_40,66
352,1_41,60
353,1_39,75
375,1_47,40
401,1_44,87
402,1_35,152
413,1_53,35
434,1_54,49
436,1_48,94
438,1_49,88
439,1_50,82
444,1_56,44
452,1_43,145
453,1_45,132
455,1_46,127
492,1_63,42
500,1_51,136
500,1_52,129
501,1_58,87
502,1_60,74
564,1_57,157
567,1_55,175
567,1_62,125
567,1_68,82
568,1_61,133
568,1_66,97
569,1_70,69
570,1_69,78
573,1_75,38
607,1_59,186
607,1_73,86
608,1_71,101
609,1_65,145
610,1_78,53
611,1_79,47
612,1_74,84
614,1_80,43
630,1_83,38
657,1_87,36
675,1_86,61
676,1_64,219
677,1_67,199
678,1_72,164
679,1_82,94
704,1_92,47
707,1_76,165
707,1_85,100
708,1_77,158
709,1_90,67
711,1_91,61
719,1_95,41
734,1_98,34
771,1_84,171
771,1_94,100
773,1_81,195
775,1_88,147
893,1_89,258
895,1_93,231
895,1_96,210
895,1_100,181
897,1_101,176
899,1_103,164
901,1_105,151
901,1_120,44
902,1_107,138
905,1_108,134
953,1_99,246
953,1_109,175
954,1_97,262
955,1_117,120
956,1_111,164
957,1_116,129
958,1_110,173
958,1_113,151
959,1_123,81
960,1_121,96
961,1_124,76
972,1_131,37
1048,1_106,291
1048,1_112,248
1049,1_102,321
1049,1_114,235
1050,1_118,208
1051,1_104,309
1052,1_134,95
1054,1_115,233
1056,1_119,206
1057,1_125,165
1064,1_122,193
1065,1_126,165
1066,1_129,145
1068,1_130,140
1070,1_140,70
1071,1_141,64
1120,1_151,42
1121,1_152,36
1128,1_145,93
1129,1_128,215
1131,1_139,139
1133,1_132,191
1133,1_143,112
1133,1_146,91
1135,1_133,185
1136,1_150,65
1137,1_138,152
1245,1_155,138
1246,1_148,189
1248,1_142,234
1248,1_149,184
1250,1_153,158
1250,1_165,72
1250,1_168,50
1253,1_158,125
1315,1_159,180
1317,1_147,267
1319,1_164,148
1319,1_176,62
1320,1_127,413
1321,1_135,357
1322,1_136,351
1322,1_178,51
1322,1_179,44
1324,1_137,346
1329,1_163,165
1331,1_154,231
1332,1_160,190
1333,1_157,212
1333,1_166,148
1334,1_161,184
1334,1_171,113
1336,1_169,129
1337,1_167,145
1338,1_170,124
1343,1_172,115
1345,1_175,95
1351,1_173,116
1353,1_180,68
1355,1_182,55
1356,1_174,114
1367,1_186,39
1377,1_187,42
1384,1_188,42
1414,1_193,36
1426,1_194,41
1436,1_183,129
1441,1_185,120
1477,1_201,42
1489,1_203,39
1505,1_156,391
1507,1_197,100
1509,1_144,481
1509,1_195,117
1511,1_162,354
1513,1_177,249
1515,1_181,223
1516,1_196,116
1552,1_206,81
