step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
39.00,1_0,0.00,39.00,596.93,0.00,0,9.32
121.00,1_5,0.00,46.00,596.93,0.00,0,7.88
148.00,1_6,0.00,58.00,615.10,13.00,1,27.00
149.00,1_1,0.00,134.00,615.10,89.00,1,99.67
149.00,1_3,0.00,104.00,596.93,60.00,1,74.04
163.00,1_8,0.00,43.00,596.93,0.00,0,8.47
174.00,1_4,0.00,114.00,615.10,68.00,1,82.70
175.00,1_2,0.00,145.00,617.75,98.00,1,111.90
178.00,1_7,0.00,73.00,596.93,24.00,1,37.69
216.00,1_12,0.00,36.00,615.10,0.00,0,5.32
234.00,1_13,0.00,39.00,596.93,0.00,0,10.42
285.00,1_16,0.00,45.00,617.75,0.00,0,7.09
295.00,1_11,0.00,130.00,615.10,86.00,1,99.15
299.00,1_17,0.00,44.00,596.93,0.00,0,9.39
369.00,1_22,0.00,39.00,615.10,0.00,0,5.74
389.00,1_23,0.00,44.00,596.93,0.00,0,8.29
414.00,1_9,0.00,279.00,615.10,230.00,1,241.68
414.00,1_14,0.00,204.00,596.93,159.00,1,171.28
416.00,1_20,0.00,116.00,596.93,70.00,1,84.32
419.00,1_21,0.00,104.00,596.93,55.00,1,71.71
425.00,1_24,0.00,65.00,596.93,9.00,1,26.33
433.00,1_26,0.00,43.00,617.75,0.00,0,7.04
436.00,1_10,0.00,286.00,596.93,244.00,1,256.88
438.00,1_19,0.00,153.00,596.93,109.00,1,125.21
439.00,1_15,0.00,214.00,615.10,166.00,1,179.43
440.00,1_18,0.00,170.00,615.10,121.00,1,135.30
444.00,1_27,0.00,39.00,615.10,0.00,0,5.23
445.00,1_25,0.00,70.00,596.93,19.00,1,33.71
497.00,1_29,0.00,62.00,596.93,17.00,1,28.03
504.00,1_31,0.00,39.00,617.75,0.00,0,9.88
573.00,1_28,0.00,153.00,617.75,111.00,1,123.36
573.00,1_32,0.00,93.00,596.93,50.00,1,61.52
574.00,1_30,0.00,124.00,617.75,81.00,1,95.89
605.00,1_38,0.00,35.00,615.10,0.00,0,5.90
616.00,1_37,0.00,61.00,615.10,20.00,1,33.55
617.00,1_33,0.00,122.00,615.10,80.00,1,94.35
620.00,1_35,0.00,95.00,596.93,50.00,1,63.75
