step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
39.00,1_0,0.00,39.00,596.93,0.00,0,9.32
121.00,1_5,0.00,46.00,596.93,0.00,0,7.88
151.00,1_3,0.00,106.00,596.93,63.00,1,76.93
151.00,1_6,0.00,61.00,615.10,16.00,1,29.79
152.00,1_1,0.00,137.00,615.10,92.00,1,102.52
163.00,1_8,0.00,43.00,596.93,0.00,0,8.58
189.00,1_10,0.00,39.00,596.93,0.00,0,9.82
254.00,1_4,0.00,194.00,615.10,149.00,1,163.09
254.00,1_12,0.00,74.00,615.10,30.00,1,43.38
256.00,1_2,0.00,226.00,617.75,179.00,1,192.68
259.00,1_7,0.00,154.00,596.93,105.00,1,117.84
261.00,1_13,0.00,66.00,596.93,19.00,1,37.48
269.00,1_11,0.00,104.00,615.10,59.00,1,72.27
298.00,1_17,0.00,43.00,596.93,0.00,0,8.32
369.00,1_22,0.00,39.00,615.10,0.00,0,5.88
384.00,1_9,0.00,249.00,615.10,200.00,1,211.86
384.00,1_14,0.00,174.00,596.93,129.00,1,142.41
387.00,1_20,0.00,87.00,596.93,41.00,1,54.99
389.00,1_21,0.00,74.00,596.93,25.00,1,42.44
408.00,1_24,0.00,48.00,596.93,0.00,0,9.23
435.00,1_19,0.00,150.00,596.93,109.00,1,122.19
436.00,1_15,0.00,211.00,615.10,163.00,1,176.44
436.00,1_18,0.00,166.00,615.10,119.00,1,131.57
442.00,1_25,0.00,67.00,596.93,16.00,1,30.54
444.00,1_27,0.00,39.00,615.10,0.00,0,5.24
470.00,1_16,0.00,230.00,617.75,181.00,1,192.10
479.00,1_29,0.00,44.00,596.93,0.00,0,9.31
502.00,1_31,0.00,37.00,617.75,0.00,0,8.40
510.00,1_28,0.00,90.00,617.75,48.00,1,60.50
511.00,1_30,0.00,61.00,617.75,19.00,1,33.00
512.00,1_23,0.00,167.00,596.93,121.00,1,131.24
520.00,1_32,0.00,40.00,596.93,0.00,0,8.28
610.00,1_33,0.00,115.00,615.10,74.00,1,87.90
610.00,1_37,0.00,55.00,615.10,13.00,1,27.42
614.00,1_26,0.00,224.00,617.75,176.00,1,187.75
614.00,1_35,0.00,89.00,596.93,44.00,1,57.14
640.00,1_40,0.00,40.00,596.93,0.00,0,9.17
